record_key,audit_file,record_seq,experiment_id,semantic_intent_id,instruction_text,digest_content_md5,m3_preferences_count,negated,negation_markers,candidate_nodes,top_node,top_score,runner_up_node,runner_up_score,gap,matched_example,observed_resolution_step,observed_node_id,expected_node_id,nominal_status,nominal_node
day2_20260821/logs/audit_20260821_111411.jsonl#1,day2_20260821/logs/audit_20260821_111411.jsonl,1,E3,S5,take me to the nearest plant,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.16666666666666666,0,0.125,0.04166666666666666,Take me somewhere I can sit and relax,6,19,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_111411.jsonl#2,day2_20260821/logs/audit_20260821_111411.jsonl,2,E3,S5,take me to the nearest plant,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.16666666666666666,0,0.125,0.04166666666666666,Take me somewhere I can sit and relax,6,19,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_111411.jsonl#3,day2_20260821/logs/audit_20260821_111411.jsonl,3,E3,S5,take me to the nearest plant,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.16666666666666666,0,0.125,0.04166666666666666,Take me somewhere I can sit and relax,6,19,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_111411.jsonl#4,day2_20260821/logs/audit_20260821_111411.jsonl,4,E3,S5,take me to the nearest plant,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.16666666666666666,0,0.125,0.04166666666666666,Take me somewhere I can sit and relax,6,19,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_111411.jsonl#5,day2_20260821/logs/audit_20260821_111411.jsonl,5,E3,S5,take me to the nearest plant,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.16666666666666666,0,0.125,0.04166666666666666,Take me somewhere I can sit and relax,6,19,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_111411.jsonl#6,day2_20260821/logs/audit_20260821_111411.jsonl,6,E3,S5,take me to the nearest plant,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.16666666666666666,0,0.125,0.04166666666666666,Take me somewhere I can sit and relax,6,19,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_111601.jsonl#1,day2_20260821/logs/audit_20260821_111601.jsonl,1,E3,S6,go to lab_chair,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",3,15,15,abstain_below_threshold,
day2_20260821/logs/audit_20260821_111727.jsonl#1,day2_20260821/logs/audit_20260821_111727.jsonl,1,E3,S7,navigate to window_north,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",3,14,14,abstain_below_threshold,
day2_20260821/logs/audit_20260821_111905.jsonl#1,day2_20260821/logs/audit_20260821_111905.jsonl,1,E3,S8,take me to the women restroom,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.16666666666666666,0,0.125,0.04166666666666666,Take me somewhere I can sit and relax,4,4,4,abstain_below_threshold,
day2_20260821/logs/audit_20260821_112007.jsonl#1,day2_20260821/logs/audit_20260821_112007.jsonl,1,E3,S9,take me to the main entrance of lab CB203,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.125,0,0.1,0.024999999999999994,Take me somewhere I can sit and relax,4,22,22,abstain_below_threshold,
day2_20260821/logs/audit_20260821_112108.jsonl#1,day2_20260821/logs/audit_20260821_112108.jsonl,1,E3,S10,take me to the exit of lab CB203,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.14285714285714285,0,0.1111111111111111,0.031746031746031744,Take me somewhere I can sit and relax,4,23,23,abstain_below_threshold,
day2_20260821/logs/audit_20260821_112225.jsonl#1,day2_20260821/logs/audit_20260821_112225.jsonl,1,E3,S1,go to a place to take a short break for personal needs,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,0,1.0,9,0.1111111111111111,0.8888888888888888,go to a place to take a short break for personal needs,0,0,0,accept,0
day2_20260821/logs/audit_20260821_112314.jsonl#1,day2_20260821/logs/audit_20260821_112314.jsonl,1,E3,S10,take me to the exit of lab CB203,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.14285714285714285,0,0.1111111111111111,0.031746031746031744,Take me somewhere I can sit and relax,4,23,23,abstain_below_threshold,
day2_20260821/logs/audit_20260821_112534.jsonl#1,day2_20260821/logs/audit_20260821_112534.jsonl,1,E3,S9,take me to the main entrance of lab CB203,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.125,0,0.1,0.024999999999999994,Take me somewhere I can sit and relax,4,22,22,abstain_below_threshold,
day2_20260821/logs/audit_20260821_112657.jsonl#1,day2_20260821/logs/audit_20260821_112657.jsonl,1,E3,S8,take me to the women restroom,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.16666666666666666,0,0.125,0.04166666666666666,Take me somewhere I can sit and relax,4,4,4,abstain_below_threshold,
day2_20260821/logs/audit_20260821_112757.jsonl#1,day2_20260821/logs/audit_20260821_112757.jsonl,1,E3,S7,navigate to window_north,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",3,14,14,abstain_below_threshold,
day2_20260821/logs/audit_20260821_112926.jsonl#1,day2_20260821/logs/audit_20260821_112926.jsonl,1,E3,S6,go to lab_chair,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",3,15,15,abstain_below_threshold,
day2_20260821/logs/audit_20260821_113110.jsonl#1,day2_20260821/logs/audit_20260821_113110.jsonl,1,E3,S5,take me to the nearest plant,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.16666666666666666,0,0.125,0.04166666666666666,Take me somewhere I can sit and relax,6,19,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_113258.jsonl#1,day2_20260821/logs/audit_20260821_113258.jsonl,1,E3,S4,take me to cb204,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.2,0,0.14285714285714285,0.05714285714285716,Take me somewhere I can sit and relax,2,5,5,abstain_below_threshold,
day2_20260821/logs/audit_20260821_113407.jsonl#1,day2_20260821/logs/audit_20260821_113407.jsonl,1,E3,S3o,"It is too hot in here, take me somewhere I can get some fresh air",0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,1.0,9,0.2,0.8,"It is too hot in here, take me somewhere I can get some fresh air",0,14,14,accept,14
day2_20260821/logs/audit_20260821_113529.jsonl#1,day2_20260821/logs/audit_20260821_113529.jsonl,1,E3,S3,Take me somewhere I can sit and relax,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,1.0,14,0.2,0.8,Take me somewhere I can sit and relax,0,9,9,accept,9
day2_20260821/logs/audit_20260821_113623.jsonl#1,day2_20260821/logs/audit_20260821_113623.jsonl,1,E3,S2,"the washroom got on fire, help me find something to stop the fire",0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,8,1.0,14,0.0,1.0,"the washroom got on fire, help me find something to stop the fire",0,8,8,accept,8
day2_20260821/logs/audit_20260821_113656.jsonl#1,day2_20260821/logs/audit_20260821_113656.jsonl,1,E3,S1,go to a place to take a short break for personal needs,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,0,1.0,9,0.1111111111111111,0.8888888888888888,go to a place to take a short break for personal needs,0,0,0,accept,0
day2_20260821/logs/audit_20260821_113738.jsonl#1,day2_20260821/logs/audit_20260821_113738.jsonl,1,E3,S1,go to a place to take a short break for personal needs,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,0,1.0,9,0.1111111111111111,0.8888888888888888,go to a place to take a short break for personal needs,0,0,0,accept,0
day2_20260821/logs/audit_20260821_115152.jsonl#1,day2_20260821/logs/audit_20260821_115152.jsonl,1,E3,S1,go to a place to take a short break for personal needs,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,0,1.0,9,0.1111111111111111,0.8888888888888888,go to a place to take a short break for personal needs,0,0,0,accept,0
day2_20260821/logs/audit_20260821_115254.jsonl#1,day2_20260821/logs/audit_20260821_115254.jsonl,1,E3,S2,"the washroom got on fire, help me find something to stop the fire",0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,8,1.0,14,0.0,1.0,"the washroom got on fire, help me find something to stop the fire",0,8,8,accept,8
day2_20260821/logs/audit_20260821_115341.jsonl#1,day2_20260821/logs/audit_20260821_115341.jsonl,1,E3,S3,Take me somewhere I can sit and relax,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,1.0,14,0.2,0.8,Take me somewhere I can sit and relax,0,9,9,accept,9
day2_20260821/logs/audit_20260821_115538.jsonl#1,day2_20260821/logs/audit_20260821_115538.jsonl,1,E3,S3o,"It is too hot in here, take me somewhere I can get some fresh air",0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,1.0,9,0.2,0.8,"It is too hot in here, take me somewhere I can get some fresh air",0,14,14,accept,14
day2_20260821/logs/audit_20260821_115711.jsonl#1,day2_20260821/logs/audit_20260821_115711.jsonl,1,E3,S4,take me to cb204,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.2,0,0.14285714285714285,0.05714285714285716,Take me somewhere I can sit and relax,2,5,5,abstain_below_threshold,
day2_20260821/logs/audit_20260821_115814.jsonl#1,day2_20260821/logs/audit_20260821_115814.jsonl,1,E3,S5,take me to the nearest plant,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.16666666666666666,0,0.125,0.04166666666666666,Take me somewhere I can sit and relax,6,19,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_115924.jsonl#1,day2_20260821/logs/audit_20260821_115924.jsonl,1,E3,S6,go to lab_chair,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",3,15,15,abstain_below_threshold,
day2_20260821/logs/audit_20260821_120124.jsonl#1,day2_20260821/logs/audit_20260821_120124.jsonl,1,E3,S7,navigate to window_north,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",3,14,14,abstain_below_threshold,
day2_20260821/logs/audit_20260821_120305.jsonl#1,day2_20260821/logs/audit_20260821_120305.jsonl,1,E3,S8,take me to the women restroom,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.16666666666666666,0,0.125,0.04166666666666666,Take me somewhere I can sit and relax,4,4,4,abstain_below_threshold,
day2_20260821/logs/audit_20260821_120446.jsonl#1,day2_20260821/logs/audit_20260821_120446.jsonl,1,E3,S9,take me to the main entrance of lab CB203,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.125,0,0.1,0.024999999999999994,Take me somewhere I can sit and relax,4,22,22,abstain_below_threshold,
day2_20260821/logs/audit_20260821_120634.jsonl#1,day2_20260821/logs/audit_20260821_120634.jsonl,1,E3,S10,take me to the exit of lab CB203,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.14285714285714285,0,0.1111111111111111,0.031746031746031744,Take me somewhere I can sit and relax,4,23,23,abstain_below_threshold,
day2_20260821/logs/audit_20260821_120808.jsonl#1,day2_20260821/logs/audit_20260821_120808.jsonl,1,E3,S1,go to a place to take a short break for personal needs,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,0,1.0,9,0.1111111111111111,0.8888888888888888,go to a place to take a short break for personal needs,0,0,0,accept,0
day2_20260821/logs/audit_20260821_120902.jsonl#1,day2_20260821/logs/audit_20260821_120902.jsonl,1,E3,S10,take me to the exit of lab CB203,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.14285714285714285,0,0.1111111111111111,0.031746031746031744,Take me somewhere I can sit and relax,4,23,23,abstain_below_threshold,
day2_20260821/logs/audit_20260821_121016.jsonl#1,day2_20260821/logs/audit_20260821_121016.jsonl,1,E3,S9,take me to the main entrance of lab CB203,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.125,0,0.1,0.024999999999999994,Take me somewhere I can sit and relax,4,22,22,abstain_below_threshold,
day2_20260821/logs/audit_20260821_121153.jsonl#1,day2_20260821/logs/audit_20260821_121153.jsonl,1,E3,S8,take me to the women restroom,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.16666666666666666,0,0.125,0.04166666666666666,Take me somewhere I can sit and relax,4,4,4,abstain_below_threshold,
day2_20260821/logs/audit_20260821_121300.jsonl#1,day2_20260821/logs/audit_20260821_121300.jsonl,1,E3,S7,navigate to window_north,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",3,14,14,abstain_below_threshold,
day2_20260821/logs/audit_20260821_121432.jsonl#1,day2_20260821/logs/audit_20260821_121432.jsonl,1,E3,S6,go to lab_chair,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",3,15,15,abstain_below_threshold,
day2_20260821/logs/audit_20260821_121718.jsonl#1,day2_20260821/logs/audit_20260821_121718.jsonl,1,E3,S5,take me to the nearest plant,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.16666666666666666,0,0.125,0.04166666666666666,Take me somewhere I can sit and relax,6,19,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_121837.jsonl#1,day2_20260821/logs/audit_20260821_121837.jsonl,1,E3,S4,take me to cb204,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.2,0,0.14285714285714285,0.05714285714285716,Take me somewhere I can sit and relax,2,5,5,abstain_below_threshold,
day2_20260821/logs/audit_20260821_122052.jsonl#1,day2_20260821/logs/audit_20260821_122052.jsonl,1,E3,S3o,"It is too hot in here, take me somewhere I can get some fresh air",0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,1.0,9,0.2,0.8,"It is too hot in here, take me somewhere I can get some fresh air",0,14,14,accept,14
day2_20260821/logs/audit_20260821_122227.jsonl#1,day2_20260821/logs/audit_20260821_122227.jsonl,1,E3,S3,Take me somewhere I can sit and relax,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,1.0,14,0.2,0.8,Take me somewhere I can sit and relax,0,9,9,accept,9
day2_20260821/logs/audit_20260821_122328.jsonl#1,day2_20260821/logs/audit_20260821_122328.jsonl,1,E3,S2,"the washroom got on fire, help me find something to stop the fire",0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,8,1.0,14,0.0,1.0,"the washroom got on fire, help me find something to stop the fire",0,8,8,accept,8
day2_20260821/logs/audit_20260821_122430.jsonl#1,day2_20260821/logs/audit_20260821_122430.jsonl,1,E3,S1,go to a place to take a short break for personal needs,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,0,1.0,9,0.1111111111111111,0.8888888888888888,go to a place to take a short break for personal needs,0,0,0,accept,0
day2_20260821/logs/audit_20260821_122544.jsonl#1,day2_20260821/logs/audit_20260821_122544.jsonl,1,E3,S1,go to a place to take a short break for personal needs,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,0,1.0,9,0.1111111111111111,0.8888888888888888,go to a place to take a short break for personal needs,0,0,0,accept,0
day2_20260821/logs/audit_20260821_122656.jsonl#1,day2_20260821/logs/audit_20260821_122656.jsonl,1,E3,S1,go to a place to take a short break for personal needs,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,0,1.0,9,0.1111111111111111,0.8888888888888888,go to a place to take a short break for personal needs,0,0,0,accept,0
day2_20260821/logs/audit_20260821_131951.jsonl#1,day2_20260821/logs/audit_20260821_131951.jsonl,1,E7,L-P1,Where is CB203?,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,23,22,abstain_below_threshold,
day2_20260821/logs/audit_20260821_132139.jsonl#1,day2_20260821/logs/audit_20260821_132139.jsonl,1,E7,L-P2,I need to work on a computer.,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,15,5,abstain_below_threshold,
day2_20260821/logs/audit_20260821_132326.jsonl#1,day2_20260821/logs/audit_20260821_132326.jsonl,1,E7,L-P3,I have to attend a lab.,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,5,5,abstain_below_threshold,
day2_20260821/logs/audit_20260821_132452.jsonl#1,day2_20260821/logs/audit_20260821_132452.jsonl,1,E7,L-P4,I'm late to class.,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,9,5,abstain_below_threshold,
day2_20260821/logs/audit_20260821_132616.jsonl#1,day2_20260821/logs/audit_20260821_132616.jsonl,1,E7,T-P1,Where is the men toilet?,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",4,0,0,abstain_below_threshold,
day2_20260821/logs/audit_20260821_132710.jsonl#1,day2_20260821/logs/audit_20260821_132710.jsonl,1,E7,T-P2,How can I get some water?,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.1111111111111111,0,0.0,0.1111111111111111,"It is too hot in here, take me somewhere I can get some fresh air",,0,0,abstain_below_threshold,
day2_20260821/logs/audit_20260821_132810.jsonl#1,day2_20260821/logs/audit_20260821_132810.jsonl,1,E7,T-P3,Where can I wash my hands?,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,0,0,abstain_below_threshold,
day2_20260821/logs/audit_20260821_132911.jsonl#1,day2_20260821/logs/audit_20260821_132911.jsonl,1,E7,T-P4,My hands are dirty.,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,9,0,abstain_below_threshold,
day2_20260821/logs/audit_20260821_133032.jsonl#1,day2_20260821/logs/audit_20260821_133032.jsonl,1,E7,S-P1,Take me to stay on a chair.,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.16666666666666666,0,0.125,0.04166666666666666,Take me somewhere I can sit and relax,5,15,15,abstain_below_threshold,
day2_20260821/logs/audit_20260821_133151.jsonl#1,day2_20260821/logs/audit_20260821_133151.jsonl,1,E7,S-P2,I'm waiting for someone.,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,,9,abstain_below_threshold,
day2_20260821/logs/audit_20260821_133316.jsonl#1,day2_20260821/logs/audit_20260821_133316.jsonl,1,E7,S-P3,I need to rest a bit.,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,9,9,abstain_below_threshold,
day2_20260821/logs/audit_20260821_133431.jsonl#1,day2_20260821/logs/audit_20260821_133431.jsonl,1,E7,S-P4,I'm tired.,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,9,9,abstain_below_threshold,
day2_20260821/logs/audit_20260821_133600.jsonl#1,day2_20260821/logs/audit_20260821_133600.jsonl,1,E7,W-P1,"Take me to a window, please.",0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.2,0,0.14285714285714285,0.05714285714285716,Take me somewhere I can sit and relax,,14,14,abstain_below_threshold,
day2_20260821/logs/audit_20260821_133732.jsonl#1,day2_20260821/logs/audit_20260821_133732.jsonl,1,E7,W-P2,I'm looking for a plant or sunlight.,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,14,13,abstain_below_threshold,
day2_20260821/logs/audit_20260821_133902.jsonl#1,day2_20260821/logs/audit_20260821_133902.jsonl,1,E7,W-P3,Where can I get some fresh air?,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.375,0,0.0,0.375,"It is too hot in here, take me somewhere I can get some fresh air",,14,14,abstain_below_threshold,
day2_20260821/logs/audit_20260821_134044.jsonl#1,day2_20260821/logs/audit_20260821_134044.jsonl,1,E7,W-P4,Where can I relax a bit?,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.2,14,0.0,0.2,Take me somewhere I can sit and relax,,9,9,abstain_below_threshold,
day2_20260821/logs/audit_20260821_134202.jsonl#1,day2_20260821/logs/audit_20260821_134202.jsonl,1,E7,P-P1,Show me a flower.,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,13,13,abstain_below_threshold,
day2_20260821/logs/audit_20260821_134402.jsonl#1,day2_20260821/logs/audit_20260821_134402.jsonl,1,E7,P-P2,Take me to a green zone.,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.16666666666666666,0,0.125,0.04166666666666666,Take me somewhere I can sit and relax,,20,13,abstain_below_threshold,
day2_20260821/logs/audit_20260821_134532.jsonl#1,day2_20260821/logs/audit_20260821_134532.jsonl,1,E7,P-P3,Where can I refresh?,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,9,14,abstain_below_threshold,
day2_20260821/logs/audit_20260821_134645.jsonl#1,day2_20260821/logs/audit_20260821_134645.jsonl,1,E7,P-P4,I'm looking for a green spot.,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,,13,abstain_below_threshold,
day2_20260821/logs/audit_20260821_134743.jsonl#1,day2_20260821/logs/audit_20260821_134743.jsonl,1,E7,H-P1,Where is the hall exit?,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",2,2,2,abstain_below_threshold,
day2_20260821/logs/audit_20260821_134844.jsonl#1,day2_20260821/logs/audit_20260821_134844.jsonl,1,E7,H-P2,I need to go to the other location.,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,9,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_135001.jsonl#1,day2_20260821/logs/audit_20260821_135001.jsonl,1,E7,H-P3,I need to go out.,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,,1,abstain_below_threshold,
day2_20260821/logs/audit_20260821_135113.jsonl#1,day2_20260821/logs/audit_20260821_135113.jsonl,1,E7,H-P4,I'm ready to move away.,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,9,1,abstain_below_threshold,
day2_20260821/logs/audit_20260821_135113.jsonl#2,day2_20260821/logs/audit_20260821_135113.jsonl,2,E7,H-P4,I'm ready to move away.,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,9,1,abstain_below_threshold,
day2_20260821/logs/audit_20260821_135311.jsonl#1,day2_20260821/logs/audit_20260821_135311.jsonl,1,E7,G-1,Where is the class lab?,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,5,5,abstain_below_threshold,
day2_20260821/logs/audit_20260821_135419.jsonl#1,day2_20260821/logs/audit_20260821_135419.jsonl,1,E7,G-2,I want to wait for someone who is finishing the lab in CB203.,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,23,23,abstain_below_threshold,
day2_20260821/logs/audit_20260821_135551.jsonl#1,day2_20260821/logs/audit_20260821_135551.jsonl,1,E7,G-3,Where is the H sign?,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",5,23,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_135704.jsonl#1,day2_20260821/logs/audit_20260821_135704.jsonl,1,E7,G-4,Where is the closest chair?,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",5,15,15,abstain_below_threshold,
day2_20260821/logs/audit_20260821_143549.jsonl#1,day2_20260821/logs/audit_20260821_143549.jsonl,1,E4,P1,take me to the place where deliveries arrive,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,0,0.25,9,0.14285714285714285,0.10714285714285715,go to a place to take a short break for personal needs,,8,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_143713.jsonl#1,day2_20260821/logs/audit_20260821_143713.jsonl,1,E4,P2,find me a quiet corner to read,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,8,0.1111111111111111,14,0.0,0.1111111111111111,"the washroom got on fire, help me find something to stop the fire",,9,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_143913.jsonl#1,day2_20260821/logs/audit_20260821_143913.jsonl,1,E4,P1,take me to the place where deliveries arrive,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,0,0.25,9,0.14285714285714285,0.10714285714285715,go to a place to take a short break for personal needs,,10,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_144018.jsonl#1,day2_20260821/logs/audit_20260821_144018.jsonl,1,E4,P2,find me a quiet corner to read,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,8,0.1111111111111111,14,0.0,0.1111111111111111,"the washroom got on fire, help me find something to stop the fire",,9,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_144154.jsonl#1,day2_20260821/logs/audit_20260821_144154.jsonl,1,E4,P1,take me to the place where deliveries arrive,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,0,0.25,9,0.14285714285714285,0.10714285714285715,go to a place to take a short break for personal needs,,,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_144333.jsonl#1,day2_20260821/logs/audit_20260821_144333.jsonl,1,E4,P2,find me a quiet corner to read,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,8,0.1111111111111111,14,0.0,0.1111111111111111,"the washroom got on fire, help me find something to stop the fire",,15,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_144452.jsonl#1,day2_20260821/logs/audit_20260821_144452.jsonl,1,E4,P1,take me to the place where deliveries arrive,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,0,0.25,9,0.14285714285714285,0.10714285714285715,go to a place to take a short break for personal needs,,10,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_144613.jsonl#1,day2_20260821/logs/audit_20260821_144613.jsonl,1,E4,P2,find me a quiet corner to read,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,8,0.1111111111111111,14,0.0,0.1111111111111111,"the washroom got on fire, help me find something to stop the fire",,9,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_144722.jsonl#1,day2_20260821/logs/audit_20260821_144722.jsonl,1,E4,P1,take me to the place where deliveries arrive,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,0,0.25,9,0.14285714285714285,0.10714285714285715,go to a place to take a short break for personal needs,,5,,abstain_below_threshold,
