day,run_id,audit_file,platform_id,record_seq,timestamp_utc,experiment_id,experiment_phase,semantic_intent_id,repetition_index,mission_index,concurrency_group_id,concurrent_peers,instruction_text,instruction_language,resolution_method,resolution_step,is_escalated,node_id,node_name,expected_node_id,nav_outcome,arrival_ok,xy_error_m,distance_traveled_m,start_x_m,start_y_m,start_yaw_rad,end_x_m,end_y_m,end_yaw_rad,amcl_converged,amcl_covariance_trace,resolve_ms,vlm_ms,nav_total_s,reroute_count,blocked_attempts,validation_allowed,validation_reason,confirmation_method,confirmation_signature_type,confirmed,confirmation_confidence,confirmation_parse_status,confirmation_prompt_md5,m3_promotion_triggered,m3_preferences_count,memory_status,digest_content_md5,digest_generated_at,memory_prefix_included,memory_prefix_chars,luminance_mean,image_start,image_start_md5,image_finish,image_finish_md5
day1_20260820,20260820_144036,day1_20260820/logs/audit_20260820_144036.jsonl,xplorer-c,1,2026-08-20T11:41:01.290+00:00,E1,,E1c,1,1,,1,go to lab_cb204,en,L3a_deterministic,2,no,5,cb204,5,mission_complete,True,0.168,3.337,2.3365,1.7259,1.5732,2.2091,4.6324,1.4985,True,0.069297,0.39315223693847656,0.0,19.07,0,[],True,ALLOW: all checks passed,vlm_contextual,contextual,True,HIGH,ok,f594f968a1a3fef04c3095d9df17baa9,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,147.65,day1_20260820/logs/20260820_144036/mission_1_cb204/start.jpg,e9cf25b6dec5bd46d266824bcbfb2c1c,day1_20260820/logs/20260820_144036/mission_1_cb204/finish.jpg,48dfe57a94a19a56d3c808edee973425
day1_20260820,20260820_144134,day1_20260820/logs/audit_20260820_144134.jsonl,xplorer-c,1,2026-08-20T11:42:12.580+00:00,E1,,E1c,2,1,,1,go to lab_cb204,en,L3a_deterministic,2,no,5,cb204,5,mission_complete,True,0.213,3.288,2.2468,1.6505,1.5207,2.1835,4.5877,1.607,True,0.065567,0.3991127014160156,0.0,19.64,0,[],True,ALLOW: all checks passed,vlm_contextual,contextual,True,HIGH,ok,f594f968a1a3fef04c3095d9df17baa9,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,138.95,day1_20260820/logs/20260820_144134/mission_1_cb204/start.jpg,9c05a5875672717131d975d70b5e2392,day1_20260820/logs/20260820_144134/mission_1_cb204/finish.jpg,960ac650f5c57d7f7a1433a57cb64236
day1_20260820,20260820_144235,day1_20260820/logs/audit_20260820_144235.jsonl,xplorer-c,1,2026-08-20T11:43:02.595+00:00,E1,,E1c,3,1,,1,go to lab_cb204,en,L3a_deterministic,2,no,5,cb204,5,mission_complete,True,0.104,3.411,2.24,1.6215,1.5997,2.2276,4.6996,1.556,True,0.059885,0.3838539123535156,0.0,19.4,0,[],True,ALLOW: all checks passed,vlm_contextual,contextual,True,HIGH,ok,f594f968a1a3fef04c3095d9df17baa9,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,148.88,day1_20260820/logs/20260820_144235/mission_1_cb204/start.jpg,f6741ec59256d8a7e9a670ade424d006,day1_20260820/logs/20260820_144235/mission_1_cb204/finish.jpg,df8f273e0440ced8189e27c82a3bb362
day1_20260820,20260820_144319,day1_20260820/logs/audit_20260820_144319.jsonl,xplorer-c,1,2026-08-20T11:43:47.097+00:00,E1,,E1c,4,1,,1,go to lab_cb204,en,L3a_deterministic,2,no,5,cb204,5,mission_complete,True,0.203,3.309,2.2982,1.7205,1.5817,2.2053,4.5968,1.5685,True,0.066486,0.38433074951171875,0.0,18.54,0,[],True,ALLOW: all checks passed,vlm_contextual,contextual,True,HIGH,ok,f594f968a1a3fef04c3095d9df17baa9,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,148.79,day1_20260820/logs/20260820_144319/mission_1_cb204/start.jpg,ce869315c159f987907a3b90bfe426e4,day1_20260820/logs/20260820_144319/mission_1_cb204/finish.jpg,500eb95fec4fd1dd69636dd993690c03
day1_20260820,20260820_144526,day1_20260820/logs/audit_20260820_144526.jsonl,xplorer-c,1,2026-08-20T11:46:01.981+00:00,E1,,E1d,1,1,,1,Take me to the closest plant,en,L3a_deterministic,6,no,19,plant_3,,mission_complete,True,0.134,6.06,2.388,1.6747,0.0915,6.4903,-0.7796,-1.5577,True,0.037587,0.5016326904296875,0.0,30.14,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,False,MEDIUM,ok,35a4edab17bfe1c82d8bc853388d482d,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,138.25,day1_20260820/logs/20260820_144526/mission_1_plant_3/start.jpg,f4231c12f41d5165e6df04a964102038,day1_20260820/logs/20260820_144526/mission_1_plant_3/finish.jpg,d2822e58ab130152f1435d07524dda6a
day1_20260820,20260820_144633,day1_20260820/logs/audit_20260820_144633.jsonl,xplorer-c,1,2026-08-20T11:47:37.568+00:00,E1,,E1d,2,1,,1,Take me to the closest plant,en,L3a_deterministic,6,no,19,plant_3,,mission_complete,True,0.306,6.039,2.3513,1.7502,-0.02,6.2898,-0.7388,-1.6137,True,0.028536,0.4887580871582031,0.0,53.3,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,False,MEDIUM,ok,35a4edab17bfe1c82d8bc853388d482d,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,138.7,day1_20260820/logs/20260820_144633/mission_1_plant_3/start.jpg,c5b3436629e647da1e223dbe01a8f56f,day1_20260820/logs/20260820_144633/mission_1_plant_3/finish.jpg,628b23f64cc117d374ca8c3d1c50da6c
day1_20260820,20260820_145232,day1_20260820/logs/audit_20260820_145232.jsonl,xplorer-b,1,2026-08-20T11:53:17.125+00:00,E1,,E1d,1,1,,1,Take me to the closest plant,en,L3a_deterministic,6,no,19,plant_3,,mission_complete,True,0.161,7.253,2.3658,1.738,-0.0147,6.6357,-0.7642,-1.4787,True,0.032733,0.39005279541015625,0.0,35.54,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,35a4edab17bfe1c82d8bc853388d482d,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,143.9,day1_20260820/logs/20260820_145232/mission_1_plant_3/start.jpg,32b2308cfbdd213e80c629e04ceba6ef,day1_20260820/logs/20260820_145232/mission_1_plant_3/finish.jpg,53c263cedc9336f1c999231e97ca5327
day1_20260820,20260820_145354,day1_20260820/logs/audit_20260820_145354.jsonl,xplorer-b,1,2026-08-20T11:54:37.752+00:00,E1,,E1d,2,1,,1,Take me to the closest plant,en,L3a_deterministic,6,no,19,plant_3,,missed,False,4.545,1.477,2.21,1.5478,0.1744,2.1718,0.3198,-1.0552,True,0.019829,0.4591941833496094,0.0,33.99,0,[],True,ALLOW: all checks passed,,,,,,,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,133.26,day1_20260820/logs/20260820_145354/mission_1_plant_3/start.jpg,779f49a91771bd7ba52b3ebcc440e8fe,,
day1_20260820,20260820_145354,day1_20260820/logs/audit_20260820_145354.jsonl,xplorer-b,2,2026-08-20T11:55:06.291+00:00,E1,,E1d,2,2,,1,Take me to the closest plant,en,L3a_deterministic,6,no,19,plant_3,,mission_complete,True,0.241,5.451,2.1718,0.3198,-1.0552,6.5798,-0.6605,-1.4959,True,0.032747,0.3223419189453125,0.0,28.45,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,35a4edab17bfe1c82d8bc853388d482d,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,141.43,day1_20260820/logs/20260820_145354/mission_2_plant_3/start.jpg,e2de268cad3ed5f0295fb98f4b75b863,day1_20260820/logs/20260820_145354/mission_2_plant_3/finish.jpg,f17498d366db53714c35eb5426d5e935
day1_20260820,20260820_150456,day1_20260820/logs/audit_20260820_150456.jsonl,xplorer-b,1,2026-08-20T12:05:42.165+00:00,E2,,N01,1,1,,1,do not go to a place to take a short break for personal needs,en,L3b_vlm,,no,5,cb204,,mission_complete,True,0.228,3.324,2.2304,1.7522,-1.4474,2.2,4.5718,1.5658,True,0.046343,0.05078315734863281,11271.13652229309,28.27,0,[],True,ALLOW: all checks passed,vlm_contextual,contextual,True,HIGH,ok,f594f968a1a3fef04c3095d9df17baa9,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,134.84,day1_20260820/logs/20260820_150456/mission_1_cb204/start.jpg,045fb8cb2b4d0c6c5ebe6758b8920ba6,day1_20260820/logs/20260820_150456/mission_1_cb204/finish.jpg,f1a1e5e1e46f97efd4eacdfad2ebba01
day1_20260820,20260820_150614,day1_20260820/logs/audit_20260820_150614.jsonl,xplorer-b,1,2026-08-20T12:06:29.560+00:00,E2,,N02,1,,,1,never go to a place to take a short break for personal needs,en,L3b_vlm_negation_blocked,,no,-1,,,clarification_requested,,,,,,,,,,,,0.057220458984375,11490.936040878296,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_150652,day1_20260820/logs/audit_20260820_150652.jsonl,xplorer-b,1,2026-08-20T12:07:39.423+00:00,E2,,N03,1,1,,1,"no, go to a place to take a short break for personal needs",en,L3b_vlm,,no,9,radiator,,mission_complete,True,0.191,4.598,1.9143,1.6822,-1.5705,4.6075,-0.6427,-1.4763,True,0.024018,0.05221366882324219,10640.884399414062,29.49,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,e089c782ec4bc1b920c344141b688498,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,143.61,day1_20260820/logs/20260820_150652/mission_1_radiator/start.jpg,52a4866c95f8c4161fe52126076f6ad9,day1_20260820/logs/20260820_150652/mission_1_radiator/finish.jpg,d82ff2659dfdd13e4bef16a25d5ac6e4
day1_20260820,20260820_150808,day1_20260820/logs/audit_20260820_150808.jsonl,xplorer-b,1,2026-08-20T12:08:27.607+00:00,E2,,N04,1,,,1,I would not go to a place to take a short break for personal needs,en,L3b_vlm_negation_blocked,,no,-1,,,clarification_requested,,,,,,,,,,,,0.05793571472167969,11403.729438781738,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_150840,day1_20260820/logs/audit_20260820_150840.jsonl,xplorer-b,1,2026-08-20T12:08:52.117+00:00,E2,,N05,1,,,1,we should not go to a place to take a short break for personal needs,en,L3b_vlm_negation_blocked,,no,-1,,,clarification_requested,,,,,,,,,,,,0.06341934204101562,7002.1727085113525,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_150904,day1_20260820/logs/audit_20260820_150904.jsonl,xplorer-b,1,2026-08-20T12:09:16.667+00:00,E2,,N06,1,,,1,you may not go to a place to take a short break for personal needs,en,L3b_vlm_negation_blocked,,no,-1,,,clarification_requested,,,,,,,,,,,,0.05507469177246094,6984.687805175781,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_150931,day1_20260820/logs/audit_20260820_150931.jsonl,xplorer-b,1,2026-08-20T12:10:18.146+00:00,E2,,N07,1,1,,1,it is not a place to take a short break for personal needs,en,L3b_vlm,,no,9,radiator,,mission_complete,True,0.219,4.419,2.1834,1.6879,-1.7088,4.5321,-0.5836,-1.4777,True,0.019183,0.05459785461425781,8223.487615585327,31.48,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,e089c782ec4bc1b920c344141b688498,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,129.72,day1_20260820/logs/20260820_150931/mission_1_radiator/start.jpg,065865835dfb5c7b8565a58b51de348e,day1_20260820/logs/20260820_150931/mission_1_radiator/finish.jpg,8db8c26b85119a9932a8568c02ea7755
day1_20260820,20260820_151214,day1_20260820/logs/audit_20260820_151214.jsonl,xplorer-b,1,2026-08-20T12:13:03.693+00:00,E2,,N08,1,1,,1,don't go to a place to take a short break for personal needs,en,L3b_vlm,,no,9,radiator,,mission_complete,True,0.224,4.417,2.2278,1.6731,-1.7078,4.592,-0.5957,-1.531,True,0.026023,0.04673004150390625,12941.874980926514,29.24,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,e089c782ec4bc1b920c344141b688498,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,137.96,day1_20260820/logs/20260820_151214/mission_1_radiator/start.jpg,d5f0d7fe9d9e15d480e9199d4d3c7183,day1_20260820/logs/20260820_151214/mission_1_radiator/finish.jpg,4b3403576dfae1ba45e409fc6d59db28
day1_20260820,20260820_151349,day1_20260820/logs/audit_20260820_151349.jsonl,xplorer-b,1,2026-08-20T12:14:14.334+00:00,E2,,N09,1,,,1,Do not take me to the restroom,en,L3b_vlm_negation_blocked,,no,-1,,,clarification_requested,,,,,,,,,,,,0.03719329833984375,11197.855949401855,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_151423,day1_20260820/logs/audit_20260820_151423.jsonl,xplorer-b,1,2026-08-20T12:14:40.528+00:00,E2,,N10,1,,,1,nu ma duce la toaleta,ro,L3b_vlm_negation_blocked,,no,-1,,,clarification_requested,,,,,,,,,,,,0.0400543212890625,7310.075759887695,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_151458,day1_20260820/logs/audit_20260820_151458.jsonl,xplorer-b,1,2026-08-20T12:15:38.111+00:00,E2,,X01,1,1,,1,take me anywhere except the restroom,en,L3b_vlm,,no,9,radiator,,missed,False,2.696,1.01,2.2337,1.5393,-1.5775,2.3129,0.7768,-1.2955,True,0.035066,0.043392181396484375,7603.793382644653,27.06,0,[],True,ALLOW: all checks passed,,,,,,,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,141.46,day1_20260820/logs/20260820_151458/mission_1_radiator/start.jpg,ef28cd0295bff35016d950b5374c8716,,
day1_20260820,20260820_151458,day1_20260820/logs/audit_20260820_151458.jsonl,xplorer-b,2,2026-08-20T12:16:11.504+00:00,E2,,X01,1,2,,1,take me anywhere except the restroom,en,L3b_vlm,,no,9,radiator,,mission_complete,True,0.173,3.106,2.3129,0.7768,-1.2955,4.5358,-0.6311,-1.492,True,0.028847,0.044345855712890625,7454.178810119629,25.83,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,e089c782ec4bc1b920c344141b688498,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,142.38,day1_20260820/logs/20260820_151458/mission_2_radiator/start.jpg,06bf65000b8408a31006f5af45e36246,day1_20260820/logs/20260820_151458/mission_2_radiator/finish.jpg,b2fa4bcf51cb4f70248f73df241b0236
day1_20260820,20260820_151704,day1_20260820/logs/audit_20260820_151704.jsonl,xplorer-b,1,2026-08-20T12:17:24.300+00:00,E2,,X02,1,,,1,take me somewhere other than the restroom,en,L3b_vlm_negation_blocked,,no,-1,,,clarification_requested,,,,,,,,,,,,0.05054473876953125,12077.495813369751,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_151743,day1_20260820/logs/audit_20260820_151743.jsonl,xplorer-b,1,2026-08-20T12:18:10.262+00:00,E2,,X03,1,,,1,"du-ma altundeva, nu la toaleta",ro,escalated,,yes,,,,vlm_failed,,,,,,,,,,,,0.05650520324707031,,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_151916,day1_20260820/logs/audit_20260820_151916.jsonl,xplorer-b,1,2026-08-20T12:19:56.222+00:00,E2,,X04,1,1,,1,go anywhere but cb204,en,L3b_vlm,,no,9,radiator,,mission_complete,True,0.188,4.506,2.2592,1.6756,-1.7164,4.6431,-0.6788,-1.4362,True,0.02392,0.0762939453125,8289.350986480713,26.86,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,e089c782ec4bc1b920c344141b688498,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,134.53,day1_20260820/logs/20260820_151916/mission_1_radiator/start.jpg,f48ff8d82bad03d2cc0a883b591904f9,day1_20260820/logs/20260820_151916/mission_1_radiator/finish.jpg,fb6e06753301d6ba2079739e96383d33
day1_20260820,20260820_152059,day1_20260820/logs/audit_20260820_152059.jsonl,xplorer-b,1,2026-08-20T12:21:16.398+00:00,E2,,X01,2,,,1,take me anywhere except the restroom,en,L3b_vlm_negation_blocked,,no,-1,,,clarification_requested,,,,,,,,,,,,0.04744529724121094,11798.026084899902,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_152130,day1_20260820/logs/audit_20260820_152130.jsonl,xplorer-b,1,2026-08-20T12:22:13.397+00:00,E2,,X02,2,1,,1,take me somewhere other than the restroom,en,L3b_vlm,,no,9,radiator,,mission_complete,True,0.133,4.623,2.1747,1.8002,-1.4844,4.5576,-0.6799,-1.4564,True,0.030198,0.04029273986816406,7197.081565856934,29.97,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,e089c782ec4bc1b920c344141b688498,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,141.9,day1_20260820/logs/20260820_152130/mission_1_radiator/start.jpg,9a0f97108c8dd12c0c99b8b640fe64b6,day1_20260820/logs/20260820_152130/mission_1_radiator/finish.jpg,40ad11c60dc662f4da5d0f9a9cfb5721
day1_20260820,20260820_152237,day1_20260820/logs/audit_20260820_152237.jsonl,xplorer-b,1,2026-08-20T12:23:27.154+00:00,E2,,X03,2,1,,1,"du-ma altundeva, nu la toaleta",ro,L3b_vlm,,no,9,radiator,,mission_complete,True,0.194,4.58,2.1889,1.6152,-1.3806,4.5541,-0.6142,-1.4568,True,0.028333,0.10848045349121094,14560.445547103882,30.09,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,e089c782ec4bc1b920c344141b688498,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,135.85,day1_20260820/logs/20260820_152237/mission_1_radiator/start.jpg,b87c42f6926d0a924d66905eef2ef5c3,day1_20260820/logs/20260820_152237/mission_1_radiator/finish.jpg,aae78b8fa6ae75cc7b510e236b949ad5
day1_20260820,20260820_152411,day1_20260820/logs/audit_20260820_152411.jsonl,xplorer-b,1,2026-08-20T12:24:30.050+00:00,E2,,X04,2,,,1,go anywhere but cb204,en,L3b_vlm_negation_blocked,,no,-1,,,clarification_requested,,,,,,,,,,,,0.03910064697265625,12268.333196640015,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_152450,day1_20260820/logs/audit_20260820_152450.jsonl,xplorer-b,1,2026-08-20T12:25:23.118+00:00,E2,,C01,1,1,,1,"lab cb203 got on fire, help me find something to stop the fire",en,L3b_vlm,,no,8,cb202,23,mission_complete,True,0.186,1.704,2.1393,1.6946,-1.7207,2.2387,0.1822,-1.5623,True,0.057029,0.5788803100585938,7089.633464813232,19.19,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,1e750e376384b9018b536a1728d123ae,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,134.03,day1_20260820/logs/20260820_152450/mission_1_cb202/start.jpg,2bb0c3061bb81d0a1f638ac0703fd60a,day1_20260820/logs/20260820_152450/mission_1_cb202/finish.jpg,df02da3450794c62bfc6fe10768f83bb
day1_20260820,20260820_152555,day1_20260820/logs/audit_20260820_152555.jsonl,xplorer-b,1,2026-08-20T12:26:25.707+00:00,E2,,C02,1,1,,1,"lab cb204 got on fire, help me find something to stop the fire",en,L3a_deterministic,2,no,5,cb204,5,mission_complete,True,0.223,3.479,2.2041,1.481,-1.5474,2.1925,4.5768,1.5864,True,0.060462,0.42510032653808594,0.0,24.02,0,[],True,ALLOW: all checks passed,vlm_contextual,contextual,True,HIGH,ok,f594f968a1a3fef04c3095d9df17baa9,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,144.65,day1_20260820/logs/20260820_152555/mission_1_cb204/start.jpg,c48ff92802d60961c1e3c9eeff886619,day1_20260820/logs/20260820_152555/mission_1_cb204/finish.jpg,d3d9233d6f910bdcd1d965f498137d50
day1_20260820,20260820_152656,day1_20260820/logs/audit_20260820_152656.jsonl,xplorer-b,1,2026-08-20T12:27:16.205+00:00,E2,,A01,1,1,,1,go to a place to take a short break for personal needs,en,L3a_m3_preference,0,no,0,toilet_m,0,mission_complete,True,0.254,3.361,2.3042,1.7213,-1.5073,0.754,0.0087,3.1232,True,0.063141,0.1285076141357422,0.0,13.08,0,[],True,ALLOW: all checks passed,pose_based,none,True,HIGH,,,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,136.15,day1_20260820/logs/20260820_152656/mission_1_toilet_m/start.jpg,9cd3889b6ad32484fcc68fda43efaa87,day1_20260820/logs/20260820_152656/mission_1_toilet_m/finish.jpg,1d69844b061bb4f98078fd515666d96b
day1_20260820,20260820_152803,day1_20260820/logs/audit_20260820_152803.jsonl,xplorer-b,1,2026-08-20T12:28:31.315+00:00,E2,,A02,1,1,,1,"the washroom got on fire, help me find something to stop the fire",en,L3a_m3_preference,0,no,8,cb202,8,mission_complete,True,0.147,2.063,2.0515,1.6469,-1.7208,2.3465,-0.0004,-1.5143,True,0.031006,0.13589859008789062,0.0,21.05,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,1e750e376384b9018b536a1728d123ae,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,144.01,day1_20260820/logs/20260820_152803/mission_1_cb202/start.jpg,dbbc971d4d0023e1bcf281cf375955a7,day1_20260820/logs/20260820_152803/mission_1_cb202/finish.jpg,cce6674d23ddcffb0c9ea595f12ebdda
day1_20260820,20260820_153008,day1_20260820/logs/audit_20260820_153008.jsonl,xplorer-b,1,2026-08-20T12:30:41.649+00:00,E2,,A03,1,1,,1,go to cb204,en,L3a_deterministic,2,no,5,cb204,5,mission_complete,True,0.134,3.323,2.2936,1.7202,-1.4738,2.1992,4.6657,1.5777,True,0.058989,0.7803440093994141,0.0,23.29,0,[],True,ALLOW: all checks passed,vlm_contextual,contextual,True,HIGH,ok,f594f968a1a3fef04c3095d9df17baa9,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,141.73,day1_20260820/logs/20260820_153008/mission_1_cb204/start.jpg,36d8a6937aedab7c89a9e093b4958a30,day1_20260820/logs/20260820_153008/mission_1_cb204/finish.jpg,1289c22f8cc3528203fbe24c71d508e7
day1_20260820,20260820_153622,day1_20260820/logs/audit_20260820_153622.jsonl,xplorer-c,1,2026-08-20T12:36:38.201+00:00,E2,,N01,1,,,1,do not go to a place to take a short break for personal needs,en,L3b_vlm_negation_blocked,,no,-1,,,clarification_requested,,,,,,,,,,,,0.06437301635742188,10326.3258934021,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_153654,day1_20260820/logs/audit_20260820_153654.jsonl,xplorer-c,1,2026-08-20T12:37:06.144+00:00,E2,,N02,1,,,1,never go to a place to take a short break for personal needs,en,L3b_vlm_negation_blocked,,no,-1,,,clarification_requested,,,,,,,,,,,,0.05936622619628906,7104.589223861694,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_153723,day1_20260820/logs/audit_20260820_153723.jsonl,xplorer-c,1,2026-08-20T12:38:33.761+00:00,E2,,N03,1,1,,1,"no, go to a place to take a short break for personal needs",en,L3b_vlm,,no,9,radiator,,mission_complete,True,0.17,4.909,2.2168,2.0583,-1.6264,4.3522,-0.7156,-1.6352,True,0.035336,0.057220458984375,11388.79108428955,53.1,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,e089c782ec4bc1b920c344141b688498,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,138.95,day1_20260820/logs/20260820_153723/mission_1_radiator/start.jpg,318e85124aa80d231e70e158e0bd299b,day1_20260820/logs/20260820_153723/mission_1_radiator/finish.jpg,f6f421f219d977fb82a8369d329c6a8d
day1_20260820,20260820_153859,day1_20260820/logs/audit_20260820_153859.jsonl,xplorer-c,1,2026-08-20T12:39:15.491+00:00,E2,,N04,1,,,1,I would not go to a place to take a short break for personal needs,en,L3b_vlm_negation_blocked,,no,-1,,,clarification_requested,,,,,,,,,,,,0.050067901611328125,11537.660360336304,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_153927,day1_20260820/logs/audit_20260820_153927.jsonl,xplorer-c,1,2026-08-20T12:39:40.822+00:00,E2,,N05,1,,,1,we should not go to a place to take a short break for personal needs,en,L3b_vlm_negation_blocked,,no,-1,,,clarification_requested,,,,,,,,,,,,0.12993812561035156,7308.5479736328125,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_153951,day1_20260820/logs/audit_20260820_153951.jsonl,xplorer-c,1,2026-08-20T12:40:03.645+00:00,E2,,N06,1,,,1,you may not go to a place to take a short break for personal needs,en,L3b_vlm_negation_blocked,,no,-1,,,clarification_requested,,,,,,,,,,,,0.05602836608886719,7218.548536300659,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_154012,day1_20260820/logs/audit_20260820_154012.jsonl,xplorer-c,1,2026-08-20T12:40:24.401+00:00,E2,,N07,1,,,1,it is not a place to take a short break for personal needs,en,L3b_vlm_negation_blocked,,no,-1,,,clarification_requested,,,,,,,,,,,,0.09703636169433594,7568.3605670928955,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
